numbers
9.02608538676776
0
5.869233478107759
2.276296920170267
1.8334158370460003
4.041710451863229
8.644429899848104
0
2.987125489141799
5.50739643341007
0
0
2.45935909102088
0
0
0
0
0
0
0
0
0
0
2.7216809101300963
14.308710427472725
0
0
5.647045536363444
0
8.082752346347817
1.3519725279182329
12.36323174877913
0.3191492756907188
4.827963564968297
0
3.1633080369112863
3.813906775405387
0
1.4742000253562404
0
5.746204512207093
3.779705045562626
0
0
0
2.7307482250136537
2.9493305019760516
0
0
3.307479865716317
0
0
0
13.183915622940013
10.030639042894661
0
0
0
1.969550745474957
0
0
0
0
0
3.9615370763856377
6.837723721773021
3.1203682034480065
0
1.473687313025922
4.321427799745036
3.0538702715908626
0
3.169147992168683
0
0
2.3539011989203438
5.260336500055907
0
0
4.429482636428065
0
0
0
7.407407407407407
11.536243030186501
1.3974873178025908
0
0
0
0
0
0
0
64.33626420759168
0
0
0
0
0
2.6034208950561037
0
0
0
0
8.207287105386396
9.377344336084022
0
0
5.074725330491487
0
0
5.557253605268276
0
0
0
4.612936210780432
2.0929405116541906
0
0
0
23.679848448969928
0
8.176748597687615
14.356471179384107
0
0
0
0
0
0
0
3.351374901553362
0
3.034291284377572
0
0
5.1852427989940635
0
0
0
0
0
0
5.895053313388403
0
0
8.0638658172728
0
0
0
0
1.7842168180277267
0
0.5242161657781202
1.6162922256343948
0
0
6.415191172696947
0
0
9.645526886906197
29.715474333259046
2.4311380157051516
0
11.512779184895233
118.13349084465446
0
2.87898199196764
0
0
0
10.655301012253595
0
0
0
0
0
0
0
0
17.55001755001755
0
0
1.5675455371978557
0
5.896191649813385
0
0
0
0
0
0
0
0
3.899851805631386
7.987220447284345
16.723806338322603
1.600358480299587
0
17.038754198035164
3.1769228325443972
5.757236526467295
0
13.271400132714001
18.103251501389227
3.8364152535870484
0
2.3176045239640306
0
0
0
0
0
0
0
9.055510278004165
0
0
17.195426016679562
0
8.181632235631008
0
10.304556904053126
9.692113850030692
0
0
4.162244282116918
0
5.747787101965743
10.01001001001001
0
0
4.946332294603551
0
0
3.6739211300981394
0
0
67.1720564245274
0
0
0
9.567038363823839
0
2.0852448077404286
0
0
3.0199163483171514
0
0
0
0
0
0
0
0
2.7342575123725155
4.121332014507089
0
0
20.34587995930824
0
0
0
14.360211546430667
0
0
6.27045736716036
0
0
0
0
1.3707643381949774
11.96144487112882
4.414377627934181
3.23108040866705
3.069556142181841
0
0
8.15350328857966
3.867125565567114
5.313072815662939
0
8.595865388748013
0
0
3.262429857758058
1.2937112695188688
2.7629652142679526
4.800192007680307
2.740101383751199
16.993315962388127
5.795578360083147
0
0
3.0288650842529306
27.168991124796232
1.477628701459897
18.524521835780114
1.1986527143490717
0
2.0876826722338206
0
4.174493842621582
7.253419987524118
3.642742256370596
3.0408076385087877
7.5937832228016
7.191436027039799
0
0
0
0
0
4.25376245288958
0
0
0
0
0
0
0
7.485590238790328
0
4.283205551034394
0
0
0
0
1.214417565335665
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6.066085105217225
7.905111169922083
3.9303850205166095
2.9605462799995856
0
0
0
0
11.534025374855824
0
0
0
0
12.12268153715602
0
0
0
0
0
0
0
0
0
0
0
6.364967220418815
0
3.393857118615306
8.99685110211426
9.693053311793214
0
10.92378836980665
0
0
0
0
5.587466195829515
0
0
0
0
0
0
3.85128889801787
0
5.770839945754104
0.7982789106685986
0
0
0
3.5587383451319194
5.0769450069222195
41.138719763040974
0
0
1.0598047839587947
8.88888888888889
1.400776029920576
2.8108837418484374
8.250825082508252
6.363009703589798
0
0
4.556016219417741
1.1807072436389396
2.2769707181565644
0.9624639076034649
0
0
14.955383107063925
8.98165945140024
3.719131210949122
2.5965707955027395
12.34663168454356
0
0
7.997888557420841
0
0
0
4.820980908915601
2.6460626587637592
0
0
0
8.554563859819213
0
30.668574933551422
0
6.841817186644773
0
0
0.9520182787509519
13.600507752289419
2.390343014222541
10.38691249026227
3.4722222222222223
0
0
0
0
0
2.0948550360315066
0
0
10.981425702811245
2.008879246268507
4.55759431941444
3.129420306182483
0
2.8655758374645384
0
0
3.9696717081497357
0
